Congress,Id,Issue,PublishDate,Volume,PDF URL
110,1115,2,2008-01-07,154,https://www.congress.gov/110/crec/2008/01/07/CREC-2008-01-07-dailydigest.pdf
110,1115,2,2008-01-07,154,https://www.congress.gov/110/crec/2008/01/07/CREC-2008-01-07.pdf
110,1115,2,2008-01-07,154,https://www.congress.gov/110/crec/2008/01/07/CREC-2008-01-07-senate.pdf
