Congress,Id,Issue,PublishDate,Volume,PDF URL
118,27119,64,2023-04-18,169,https://www.congress.gov/118/crec/2023/04/18/169/64/CREC-2023-04-18-dailydigest.pdf
118,27119,64,2023-04-18,169,https://www.congress.gov/118/crec/2023/04/18/169/64/CREC-2023-04-18.pdf
118,27119,64,2023-04-18,169,https://www.congress.gov/118/crec/2023/04/18/169/64/CREC-2023-04-18-house.pdf
118,27119,64,2023-04-18,169,https://www.congress.gov/118/crec/2023/04/18/169/64/CREC-2023-04-18-extensions.pdf
118,27119,64,2023-04-18,169,https://www.congress.gov/118/crec/2023/04/18/169/64/CREC-2023-04-18-senate.pdf
