Congress,Id,Issue,PublishDate,Volume,PDF URL
117,26512,41,2021-03-04,167,https://www.congress.gov/117/crec/2021/03/04/167/41/CREC-2021-03-04-dailydigest.pdf
117,26512,41,2021-03-04,167,https://www.congress.gov/117/crec/2021/03/04/167/41/CREC-2021-03-04.pdf
117,26512,41,2021-03-04,167,https://www.congress.gov/117/crec/2021/03/04/167/41/CREC-2021-03-04-senate.pdf
