Congress,Id,Issue,PublishDate,Volume,PDF URL
114,12321,3,2016-01-06,162,https://www.congress.gov/114/crec/2016/01/06/CREC-2016-01-06-dailydigest.pdf
114,12321,3,2016-01-06,162,https://www.congress.gov/114/crec/2016/01/06/CREC-2016-01-06.pdf
114,12321,3,2016-01-06,162,https://www.congress.gov/114/crec/2016/01/06/CREC-2016-01-06-house.pdf
114,12321,3,2016-01-06,162,https://www.congress.gov/114/crec/2016/01/06/CREC-2016-01-06-extensions.pdf
